06M319,M319,M.S. 319 - Maria Teresa,Ysidro Abreu,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations AT LEAST Average,Acdemic Expectations AT LEAST Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication AT LEAST Average,Communication AT LEAST Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement AT LEAST Average,Engagement AT LEAST Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect AT LEAST Average,Teacher Safety and Respect AT LEAST Average,Safety and Respect AT LEAST Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation AT LEAST Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication AT LEAST Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement AT LEAST Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect AT LEAST Average,Teacher Horizon Safety and Respect AT LEAST Average,Horizon Safety and Respect AT LEAST Average
06M321,M321,M.S. 321 - Minerva,Pamela Russell-Glover,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations AT LEAST Average,Acdemic Expectations AT LEAST Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication BELOW Average,Communication AT LEAST Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement AT LEAST Average,Engagement AT LEAST Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect AT LEAST Average,Teacher Safety and Respect BELOW Average,Safety and Respect AT LEAST Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation AT LEAST Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication BELOW Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement AT LEAST Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect AT LEAST Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect AT LEAST Average
06M322,M322,Middle School 322,Erica Zigelman,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations BELOW Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations BELOW Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication BELOW Average,Communication BELOW Average,Parent Engagement AT LEAST Average,Student Engagement BELOW Average,Teacher Engagement BELOW Average,Engagement BELOW Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation BELOW Average,Teacher Horizon Academic Expectation BELOW Average,Horizon Academic Expectation BELOW Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication BELOW Average,Horizon Communication BELOW Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement BELOW Average,Teacher Horizon Engagement BELOW Average,Horizon Engagement BELOW Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect BELOW Average
06M326,M326,M.S. 326 - Writers Today & Leaders Tomorrow,Sharon Weissbrot,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations AT LEAST Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication BELOW Average,Communication AT LEAST Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement BELOW Average,Engagement AT LEAST Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect AT LEAST Average,Teacher Safety and Respect BELOW Average,Safety and Respect AT LEAST Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation BELOW Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication BELOW Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement BELOW Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect AT LEAST Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect AT LEAST Average
06M328,M328,M.S. 328 - Manhattan Middle School for Scientific Inquiry,Jorge Estrella,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations AT LEAST Average,Acdemic Expectations AT LEAST Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication AT LEAST Average,Communication AT LEAST Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement AT LEAST Average,Engagement AT LEAST Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect AT LEAST Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation AT LEAST Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication AT LEAST Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement AT LEAST Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect AT LEAST Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect AT LEAST Average
06M349,M349,Harbor Heights,Monica Klehr,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations AT LEAST Average,Acdemic Expectations AT LEAST Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication BELOW Average,Communication AT LEAST Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement AT LEAST Average,Engagement AT LEAST Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect AT LEAST Average,Teacher Safety and Respect AT LEAST Average,Safety and Respect AT LEAST Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation AT LEAST Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication BELOW Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement AT LEAST Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect AT LEAST Average,Teacher Horizon Safety and Respect AT LEAST Average,Horizon Safety and Respect AT LEAST Average
06M528,M528,I.S. 528 Bea Fuller Rodgers School,Norma Perez,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations BELOW Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication BELOW Average,Communication BELOW Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement BELOW Average,Engagement BELOW Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect AT LEAST Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation BELOW Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication BELOW Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement BELOW Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect AT LEAST Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect AT LEAST Average
07X151,X151,J.H.S. 151 Lou Gehrig,John Piazza,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations AT LEAST Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication BELOW Average,Communication AT LEAST Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement BELOW Average,Engagement AT LEAST Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect AT LEAST Average,Teacher Safety and Respect BELOW Average,Safety and Respect AT LEAST Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation BELOW Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication BELOW Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement BELOW Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect AT LEAST Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect AT LEAST Average
07X162,X162,J.H.S. 162 Lola Rodriguez De Tio,Maryann Manzolillo,Middle School,Enrollment < 1000,Parent Acdemic Expectations BELOW Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations BELOW Average,Parent Communication BELOW Average,Student Communication AT LEAST Average,Teacher Communication BELOW Average,Communication BELOW Average,Parent Engagement BELOW Average,Student Engagement AT LEAST Average,Teacher Engagement BELOW Average,Engagement BELOW Average,Parent Safety and Respect BELOW Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation BELOW Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation BELOW Average,Horizon Academic Expectation BELOW Average,Parent Horizon Communication BELOW Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication BELOW Average,Horizon Communication BELOW Average,Parent Horizon Engagement BELOW Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement BELOW Average,Horizon Engagement BELOW Average,Parent Horizon Safety and Respect BELOW Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect BELOW Average
07X203,X203,M.S. 203,William Hewlett Jr,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations BELOW Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations BELOW Average,Parent Communication AT LEAST Average,Student Communication BELOW Average,Teacher Communication AT LEAST Average,Communication BELOW Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement AT LEAST Average,Engagement AT LEAST Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation BELOW Average,Teacher Horizon Academic Expectation AT LEAST Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication BELOW Average,Teacher Horizon Communication AT LEAST Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement AT LEAST Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect AT LEAST Average,Horizon Safety and Respect BELOW Average
07X298,X298,Academy of Public Relations,Amy Andino,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations BELOW Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication BELOW Average,Communication BELOW Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement BELOW Average,Engagement BELOW Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect AT LEAST Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation BELOW Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication BELOW Average,Horizon Communication BELOW Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement BELOW Average,Horizon Engagement BELOW Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect AT LEAST Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect BELOW Average
08X101,X101,M.S. X101 Edward R. Byrne,Kim Hampton Hewitt,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations AT LEAST Average,Acdemic Expectations AT LEAST Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication AT LEAST Average,Communication AT LEAST Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement AT LEAST Average,Engagement AT LEAST Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect AT LEAST Average,Teacher Safety and Respect AT LEAST Average,Safety and Respect AT LEAST Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation AT LEAST Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication AT LEAST Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement AT LEAST Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect AT LEAST Average,Teacher Horizon Safety and Respect AT LEAST Average,Horizon Safety and Respect AT LEAST Average
08X123,X123,J.H.S. 123 James M. Kieran,Virginia Connelly,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations AT LEAST Average,Acdemic Expectations AT LEAST Average,Parent Communication BELOW Average,Student Communication BELOW Average,Teacher Communication AT LEAST Average,Communication AT LEAST Average,Parent Engagement BELOW Average,Student Engagement BELOW Average,Teacher Engagement AT LEAST Average,Engagement AT LEAST Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect AT LEAST Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation AT LEAST Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication BELOW Average,Teacher Horizon Communication AT LEAST Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement BELOW Average,Student Horizon Engagement BELOW Average,Teacher Horizon Engagement AT LEAST Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect AT LEAST Average,Horizon Safety and Respect AT LEAST Average
08X125,X125,J.H.S. 125 Henry Hudson,Hilda Bairan,Middle School,Enrollment < 1000,Parent Acdemic Expectations BELOW Average,Student Acdemic Expectations BELOW Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations BELOW Average,Parent Communication BELOW Average,Student Communication BELOW Average,Teacher Communication BELOW Average,Communication BELOW Average,Parent Engagement BELOW Average,Student Engagement BELOW Average,Teacher Engagement BELOW Average,Engagement BELOW Average,Parent Safety and Respect BELOW Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation BELOW Average,Student Horizon Academic Expectation BELOW Average,Teacher Horizon Academic Expectation BELOW Average,Horizon Academic Expectation BELOW Average,Parent Horizon Communication BELOW Average,Student Horizon Communication BELOW Average,Teacher Horizon Communication BELOW Average,Horizon Communication BELOW Average,Parent Horizon Engagement BELOW Average,Student Horizon Engagement BELOW Average,Teacher Horizon Engagement BELOW Average,Horizon Engagement BELOW Average,Parent Horizon Safety and Respect BELOW Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect BELOW Average
08X131,X131,J.H.S. 131 Albert Einstein,Edward C. Leotta,Middle School,Enrollment < 1000,Parent Acdemic Expectations BELOW Average,Student Acdemic Expectations BELOW Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations BELOW Average,Parent Communication BELOW Average,Student Communication BELOW Average,Teacher Communication BELOW Average,Communication BELOW Average,Parent Engagement BELOW Average,Student Engagement BELOW Average,Teacher Engagement BELOW Average,Engagement BELOW Average,Parent Safety and Respect BELOW Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation BELOW Average,Student Horizon Academic Expectation BELOW Average,Teacher Horizon Academic Expectation BELOW Average,Horizon Academic Expectation BELOW Average,Parent Horizon Communication BELOW Average,Student Horizon Communication BELOW Average,Teacher Horizon Communication AT LEAST Average,Horizon Communication BELOW Average,Parent Horizon Engagement BELOW Average,Student Horizon Engagement BELOW Average,Teacher Horizon Engagement BELOW Average,Horizon Engagement BELOW Average,Parent Horizon Safety and Respect BELOW Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect BELOW Average
08X174,X174,I.S. 174 Eugene T. Maleska,Sharon Delaney,Middle School,Enrollment < 1000,Parent Acdemic Expectations BELOW Average,Student Acdemic Expectations BELOW Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations BELOW Average,Parent Communication BELOW Average,Student Communication BELOW Average,Teacher Communication BELOW Average,Communication BELOW Average,Parent Engagement BELOW Average,Student Engagement BELOW Average,Teacher Engagement BELOW Average,Engagement BELOW Average,Parent Safety and Respect BELOW Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation BELOW Average,Student Horizon Academic Expectation BELOW Average,Teacher Horizon Academic Expectation BELOW Average,Horizon Academic Expectation BELOW Average,Parent Horizon Communication BELOW Average,Student Horizon Communication BELOW Average,Teacher Horizon Communication BELOW Average,Horizon Communication BELOW Average,Parent Horizon Engagement BELOW Average,Student Horizon Engagement BELOW Average,Teacher Horizon Engagement BELOW Average,Horizon Engagement BELOW Average,Parent Horizon Safety and Respect BELOW Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect BELOW Average
08X192,X192,I.S. 192 Piagentini-Jones,Jeanette Vargas,Middle School,Enrollment < 1000,Parent Acdemic Expectations BELOW Average,Student Acdemic Expectations BELOW Average,Teacher Acdemic Expectations AT LEAST Average,Acdemic Expectations BELOW Average,Parent Communication BELOW Average,Student Communication AT LEAST Average,Teacher Communication AT LEAST Average,Communication BELOW Average,Parent Engagement BELOW Average,Student Engagement BELOW Average,Teacher Engagement AT LEAST Average,Engagement BELOW Average,Parent Safety and Respect BELOW Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation BELOW Average,Student Horizon Academic Expectation BELOW Average,Teacher Horizon Academic Expectation AT LEAST Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication BELOW Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication AT LEAST Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement BELOW Average,Teacher Horizon Engagement AT LEAST Average,Horizon Engagement BELOW Average,Parent Horizon Safety and Respect BELOW Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect BELOW Average
08X301,X301,M.S. 301 Paul L. Dunbar,Benjamin Basile,Middle School,Enrollment < 1000,Parent Acdemic Expectations BELOW Average,Student Acdemic Expectations BELOW Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations BELOW Average,Parent Communication BELOW Average,Student Communication BELOW Average,Teacher Communication BELOW Average,Communication BELOW Average,Parent Engagement BELOW Average,Student Engagement BELOW Average,Teacher Engagement BELOW Average,Engagement BELOW Average,Parent Safety and Respect BELOW Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation BELOW Average,Student Horizon Academic Expectation BELOW Average,Teacher Horizon Academic Expectation BELOW Average,Horizon Academic Expectation BELOW Average,Parent Horizon Communication BELOW Average,Student Horizon Communication BELOW Average,Teacher Horizon Communication BELOW Average,Horizon Communication BELOW Average,Parent Horizon Engagement BELOW Average,Student Horizon Engagement BELOW Average,Teacher Horizon Engagement BELOW Average,Horizon Engagement BELOW Average,Parent Horizon Safety and Respect BELOW Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect BELOW Average
08X302,X302,M.S. 302 Luisa Dessus Cruz,Angel Rodriguez,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations AT LEAST Average,Acdemic Expectations AT LEAST Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication AT LEAST Average,Communication AT LEAST Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement AT LEAST Average,Engagement AT LEAST Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect AT LEAST Average,Teacher Safety and Respect AT LEAST Average,Safety and Respect AT LEAST Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation AT LEAST Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication AT LEAST Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement AT LEAST Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect AT LEAST Average,Teacher Horizon Safety and Respect AT LEAST Average,Horizon Safety and Respect AT LEAST Average
08X337,X337,The School for Inquiry and Social Justice,Andrea Cyprys,Middle School,Enrollment < 1000,Parent Acdemic Expectations BELOW Average,Student Acdemic Expectations BELOW Average,Teacher Acdemic Expectations AT LEAST Average,Acdemic Expectations BELOW Average,Parent Communication BELOW Average,Student Communication BELOW Average,Teacher Communication AT LEAST Average,Communication BELOW Average,Parent Engagement BELOW Average,Student Engagement BELOW Average,Teacher Engagement BELOW Average,Engagement BELOW Average,Parent Safety and Respect BELOW Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation BELOW Average,Teacher Horizon Academic Expectation AT LEAST Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication BELOW Average,Student Horizon Communication BELOW Average,Teacher Horizon Communication AT LEAST Average,Horizon Communication BELOW Average,Parent Horizon Engagement BELOW Average,Student Horizon Engagement BELOW Average,Teacher Horizon Engagement AT LEAST Average,Horizon Engagement BELOW Average,Parent Horizon Safety and Respect BELOW Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect BELOW Average
08X366,X366,Urban Assembly Academy of Civic Engagement,Cameron Berube,Middle School,Enrollment < 1000,Parent Acdemic Expectations AT LEAST Average,Student Acdemic Expectations AT LEAST Average,Teacher Acdemic Expectations AT LEAST Average,Acdemic Expectations AT LEAST Average,Parent Communication AT LEAST Average,Student Communication AT LEAST Average,Teacher Communication AT LEAST Average,Communication AT LEAST Average,Parent Engagement AT LEAST Average,Student Engagement AT LEAST Average,Teacher Engagement AT LEAST Average,Engagement AT LEAST Average,Parent Safety and Respect AT LEAST Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation AT LEAST Average,Student Horizon Academic Expectation AT LEAST Average,Teacher Horizon Academic Expectation AT LEAST Average,Horizon Academic Expectation AT LEAST Average,Parent Horizon Communication AT LEAST Average,Student Horizon Communication AT LEAST Average,Teacher Horizon Communication AT LEAST Average,Horizon Communication AT LEAST Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement AT LEAST Average,Teacher Horizon Engagement AT LEAST Average,Horizon Engagement AT LEAST Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect BELOW Average
08X367,X367,"Archimedes Academy for Math, Science and Technology Applications",Miriam Lazar,Middle School,Enrollment < 1000,Parent Acdemic Expectations BELOW Average,Student Acdemic Expectations BELOW Average,Teacher Acdemic Expectations BELOW Average,Acdemic Expectations BELOW Average,Parent Communication BELOW Average,Student Communication BELOW Average,Teacher Communication BELOW Average,Communication BELOW Average,Parent Engagement BELOW Average,Student Engagement BELOW Average,Teacher Engagement BELOW Average,Engagement BELOW Average,Parent Safety and Respect BELOW Average,Student Safety and Respect BELOW Average,Teacher Safety and Respect BELOW Average,Safety and Respect BELOW Average,Parent Horizon Academic Expectation BELOW Average,Student Horizon Academic Expectation BELOW Average,Teacher Horizon Academic Expectation BELOW Average,Horizon Academic Expectation BELOW Average,Parent Horizon Communication BELOW Average,Student Horizon Communication BELOW Average,Teacher Horizon Communication BELOW Average,Horizon Communication BELOW Average,Parent Horizon Engagement AT LEAST Average,Student Horizon Engagement BELOW Average,Teacher Horizon Engagement BELOW Average,Horizon Engagement BELOW Average,Parent Horizon Safety and Respect AT LEAST Average,Student Horizon Safety and Respect BELOW Average,Teacher Horizon Safety and Respect BELOW Average,Horizon Safety and Respect BELOW Average
